@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R2-3,6,8-11,13-14,17,20-21'

@attribute sd numeric
@attribute median numeric
@attribute IQR numeric
@attribute kurt numeric
@attribute sp.ent numeric
@attribute sfm numeric
@attribute mode numeric
@attribute meanfun numeric
@attribute minfun numeric
@attribute mindom numeric
@attribute modindx numeric
@attribute label {male,female}

@data
0.048626,0.2161,0.049184,6.428553,0.881983,0.347758,0.197898,0.172961,0.048338,0.023438,0.079433,female
0.033222,0.207761,0.037015,7.541215,0.844001,0.177502,0.183284,0.195909,0.034115,0.179688,0.188542,female
0.029671,0.181592,0.029087,9.21739,0.833229,0.200235,0.183495,0.170543,0.017877,0.15625,0.147156,female
0.038341,0.182326,0.036628,11.675255,0.862419,0.295519,0.182326,0.14962,0.047572,0.023438,0.202732,female
0.029896,0.175845,0.020741,12.988755,0.802921,0.184081,0.170435,0.149833,0.047059,0.023438,0.100391,female
0.031969,0.189157,0.029101,8.853934,0.836799,0.207273,0.197809,0.161035,0.048485,0.023438,0.065652,female
0.033485,0.187688,0.024063,13.465059,0.833469,0.241821,0.185938,0.165249,0.047384,0.023438,0.124235,female
0.039315,0.198533,0.052372,5.502074,0.880806,0.262348,0.192029,0.159932,0.049383,0.023438,0.161985,female
0.038887,0.198272,0.052813,4.342513,0.887741,0.249071,0.180274,0.158373,0.047809,0.023438,0.132144,female
0.041449,0.198333,0.059747,7.003117,0.891778,0.263746,0.19798,0.171297,0.047952,0.023438,0.08633,female
0.030562,0.200549,0.042929,13.350372,0.850541,0.164827,0.199268,0.168408,0.050262,0.023438,0.119828,female
0.032909,0.194231,0.031538,7.863145,0.840807,0.229675,0.194615,0.172145,0.049485,0.023438,0.093261,female
0.034859,0.184364,0.029455,8.197157,0.854837,0.25497,0.183636,0.148235,0.046921,0.023438,0.118693,female
0.031401,0.210169,0.03322,6.816668,0.839563,0.192215,0.212881,0.184553,0.048193,0.023438,0.100835,female
0.034404,0.194902,0.027108,13.742295,0.84811,0.254253,0.197647,0.169901,0.051064,0.023438,0.106637,female
0.041205,0.202681,0.027024,10.812536,0.855106,0.295669,0.206059,0.177338,0.051836,0.023438,0.15398,female
0.037764,0.196429,0.047143,4.851962,0.876909,0.250712,0.195357,0.160722,0.053274,0.1875,0.106383,female
0.037387,0.204181,0.051839,4.14943,0.879064,0.256943,0.204887,0.183701,0.047572,0.023438,0.143032,female
0.033533,0.213398,0.039417,8.028339,0.862659,0.201148,0.215097,0.171105,0.047431,0.023438,0.119094,female
0.036877,0.21608,0.048018,9.385076,0.855922,0.230094,0.241024,0.178626,0.05,0.023438,0.103516,female
0.025999,0.210846,0.017409,14.840666,0.78611,0.141848,0.212297,0.181434,0.048387,0.210938,0.156019,female
0.034323,0.202353,0.030588,23.522977,0.845868,0.2139,0.198039,0.172213,0.047059,0.070313,0.110639,female
0.038226,0.19542,0.049452,13.37483,0.870564,0.240827,0.186212,0.168331,0.046921,0.023438,0.136739,female
0.031389,0.212108,0.026988,12.286024,0.835035,0.181913,0.212108,0.188752,0.047478,0.023438,0.098075,female
0.044702,0.212071,0.043077,8.20939,0.880388,0.322046,0.208757,0.178206,0.049638,0.023438,0.137037,female
0.034128,0.217083,0.047917,5.170487,0.847687,0.160275,0.2125,0.180572,0.046967,0.023438,0.082902,female
0.029698,0.207021,0.039468,5.270964,0.838048,0.1471,0.207394,0.184892,0.051173,0.210938,0.062135,female
0.031812,0.208315,0.033085,10.777865,0.84866,0.180822,0.207702,0.169831,0.049587,0.023438,0.126934,female
0.029922,0.212165,0.038247,5.581386,0.843057,0.156143,0.215052,0.175689,0.047431,0.023438,0.111397,female
0.045961,0.201869,0.061682,10.48179,0.898687,0.358451,0.177944,0.169617,0.047291,0.023438,0.084143,female
0.034793,0.231215,0.050835,3.415963,0.858277,0.159414,0.207848,0.178588,0.049383,0.023438,0.082687,female
0.033576,0.205211,0.043105,4.729248,0.863682,0.205262,0.204105,0.168101,0.05694,0.023438,0.119501,female
0.035109,0.196923,0.033462,13.299264,0.850313,0.263144,0.204231,0.179228,0.047525,0.023438,0.056502,female
0.031961,0.203413,0.039348,6.013489,0.852778,0.194331,0.222384,0.167379,0.049638,0.1875,0.126209,female
0.037663,0.195728,0.045874,5.230177,0.883878,0.275524,0.173981,0.156238,0.047105,0.140625,0.094094,female
0.035712,0.196739,0.033237,10.420246,0.85697,0.267429,0.195731,0.159928,0.047291,0.023438,0.118447,female
0.035322,0.218936,0.054362,8.614262,0.856401,0.182983,0.18617,0.164939,0.047244,0.1875,0.189907,female
0.03157,0.203503,0.028183,12.627394,0.835164,0.226197,0.204235,0.181628,0.046967,0.023438,0.071492,female
0.032734,0.199548,0.024944,16.038868,0.822643,0.203716,0.203061,0.187249,0.048,0.023438,0.090693,female
0.032823,0.209317,0.03749,11.444726,0.863735,0.179466,0.206974,0.179614,0.047198,0.023438,0.067442,female
0.040786,0.199491,0.040254,9.158751,0.86716,0.296458,0.198066,0.174648,0.047714,0.023438,0.156062,female
0.034775,0.198684,0.036052,9.567449,0.839523,0.226977,0.185064,0.173636,0.047013,0.210938,0.038962,female
0.035729,0.19309,0.036653,6.564265,0.860085,0.268168,0.18969,0.172574,0.048193,0.023438,0.116793,female
0.030387,0.208961,0.030607,9.807022,0.837678,0.173054,0.218408,0.180056,0.050847,0.023438,0.172694,female
0.036028,0.197304,0.027451,23.927468,0.846018,0.235026,0.190784,0.178849,0.047952,0.023438,0.113528,female
0.045904,0.198137,0.039483,7.59181,0.876207,0.316222,0.192342,0.175394,0.047952,0.023438,0.092717,female
0.033215,0.206024,0.040317,8.672684,0.844845,0.224545,0.221559,0.163142,0.050473,0.023438,0.121814,female
0.035396,0.200833,0.0425,5.842669,0.864797,0.250955,0.19,0.176234,0.04908,0.023438,0.035075,female
0.034077,0.207763,0.031148,9.933948,0.850812,0.238414,0.21903,0.169247,0.049741,0.023438,0.142292,female
0.029337,0.205463,0.021713,15.703572,0.807062,0.165311,0.199306,0.184285,0.048682,0.023438,0.148253,female
0.031994,0.195417,0.026979,12.686097,0.833262,0.216314,0.184479,0.161265,0.047572,0.023438,0.059092,female
0.042549,0.195245,0.041176,7.871844,0.874338,0.322518,0.189069,0.175134,0.053512,0.1875,0.115657,female
0.03925,0.205761,0.060949,6.394017,0.86198,0.231379,0.172766,0.15527,0.047525,0.023438,0.150246,female
0.038891,0.227258,0.044211,5.115416,0.856251,0.221538,0.240443,0.164597,0.047478,0.023438,0.165534,female
0.030819,0.221329,0.040545,8.617507,0.829755,0.153883,0.202249,0.180435,0.047666,0.023438,0.108629,female
0.034032,0.201455,0.036727,6.631588,0.859388,0.227755,0.201455,0.157112,0.047013,0.023438,0.106071,female
0.035951,0.188932,0.033641,6.779052,0.864468,0.252454,0.19165,0.159391,0.051227,0.023438,0.107184,female
0.027834,0.196589,0.020935,16.132526,0.807993,0.171635,0.192991,0.173714,0.047291,0.023438,0.101709,female
0.041487,0.216587,0.053142,5.327754,0.878655,0.288969,0.246954,0.179249,0.048436,0.023438,0.145385,female
0.038607,0.209756,0.029919,13.233871,0.850976,0.272272,0.204878,0.164703,0.04918,0.023438,0.085324,female
0.044257,0.22026,0.080519,6.762014,0.867115,0.20203,0.267013,0.180807,0.047105,0.1875,0.116923,female
0.032541,0.195505,0.029697,10.926247,0.850399,0.233566,0.190909,0.168599,0.051447,0.023438,0.159155,female
0.044012,0.206509,0.044094,6.246798,0.891474,0.365939,0.223045,0.157148,0.047666,0.023438,0.13691,female
0.029513,0.220564,0.031575,9.06279,0.823225,0.134024,0.209884,0.173974,0.047337,0.023438,0.140441,female
0.031851,0.234975,0.045494,4.119994,0.839205,0.136638,0.258894,0.207059,0.052061,0.023438,0.106725,female
0.039003,0.244814,0.054018,6.808254,0.839756,0.202336,0.257204,0.180119,0.047856,0.210938,0.165269,female
0.029918,0.226448,0.034171,6.407513,0.82242,0.142726,0.238689,0.17926,0.04898,0.210938,0.109087,female
0.033555,0.2435,0.041,8.06774,0.824949,0.137573,0.243,0.192985,0.048241,0.023438,0.160804,female
0.027525,0.220678,0.026102,18.060482,0.796497,0.121375,0.219492,0.203196,0.050104,0.210938,0.106897,female
0.029313,0.245189,0.031279,5.505235,0.812153,0.120415,0.247207,0.180209,0.052231,0.023438,0.166279,female
0.035657,0.20912,0.046248,13.013615,0.835778,0.20287,0.198564,0.191297,0.056272,0.023438,0.085722,female
0.033385,0.231182,0.055551,11.660368,0.83068,0.135919,0.197515,0.17986,0.047431,0.023438,0.109361,female
0.038031,0.220391,0.053594,11.334424,0.849982,0.211956,0.207813,0.178341,0.055491,0.210938,0.147487,female
0.033361,0.260541,0.029189,11.053609,0.787714,0.136345,0.265946,0.177523,0.04883,0.023438,0.0871,female
0.027835,0.236,0.0225,10.482536,0.79587,0.12767,0.2295,0.196528,0.048632,0.023438,0.11571,female
0.031497,0.237916,0.034228,7.578427,0.818791,0.14505,0.242405,0.185543,0.050473,0.023438,0.153017,female
0.029492,0.222936,0.027565,16.062448,0.806673,0.148746,0.225354,0.182577,0.047666,0.210938,0.070653,female
0.026638,0.240563,0.035493,9.160094,0.803007,0.101085,0.245493,0.165032,0.047384,0.210938,0.11211,female
0.031551,0.231418,0.03291,7.039771,0.817465,0.156546,0.227239,0.19439,0.047105,0.023438,0.198037,female
0.025973,0.236078,0.022647,18.909916,0.780759,0.108003,0.236078,0.202621,0.052288,0.023438,0.157752,female
0.030404,0.237711,0.035167,5.142853,0.826122,0.129338,0.22035,0.178994,0.047431,0.023438,0.158606,female
0.029077,0.232098,0.023381,13.347782,0.787623,0.125335,0.226965,0.186178,0.050104,0.023438,0.121827,female
0.026414,0.242274,0.027116,14.542172,0.794103,0.094676,0.241684,0.213065,0.05101,0.023438,0.069519,female
0.024269,0.23717,0.026233,19.089599,0.780842,0.082656,0.247342,0.209922,0.053631,0.257813,0.076118,female
0.027635,0.2275,0.024706,10.561795,0.807586,0.131282,0.219265,0.175877,0.04908,0.234375,0.114993,female
0.025068,0.216926,0.026526,8.745797,0.792357,0.104484,0.221053,0.181966,0.047105,0.023438,0.120556,female
0.035087,0.249516,0.033871,10.111073,0.811424,0.169333,0.259677,0.185413,0.04893,0.234375,0.127905,female
0.032702,0.244214,0.046425,7.669893,0.828343,0.123204,0.264525,0.191185,0.049741,0.023438,0.124532,female
0.028405,0.228261,0.034493,6.541888,0.817695,0.125622,0.211014,0.199166,0.047059,0.023438,0.07354,female
0.033297,0.233147,0.046853,4.34535,0.832221,0.148584,0.262151,0.185326,0.048338,0.234375,0.081508,female
0.030378,0.230338,0.035,5.281044,0.82981,0.152394,0.233649,0.17408,0.047244,0.023438,0.097488,female
0.031396,0.225587,0.044211,4.515449,0.834166,0.141048,0.242591,0.171238,0.047572,0.023438,0.130974,female
0.030714,0.233493,0.036918,6.799864,0.828108,0.143443,0.217192,0.191201,0.049948,0.023438,0.152813,female
0.033247,0.235638,0.039177,7.459465,0.819037,0.145227,0.252346,0.188827,0.049741,0.023438,0.050164,female
0.03006,0.243616,0.040075,6.120897,0.814822,0.118336,0.261544,0.187539,0.047619,0.023438,0.137525,female
0.032341,0.237222,0.038889,6.124359,0.825439,0.145937,0.238681,0.190948,0.049332,0.023438,0.188734,female
0.02552,0.242373,0.030297,4.701446,0.801144,0.082204,0.22918,0.197426,0.047013,0.023438,0.172007,female
0.032203,0.242961,0.033953,5.699139,0.82812,0.146069,0.255307,0.185507,0.048583,0.023438,0.114164,female
0.032084,0.241719,0.050313,4.056115,0.824711,0.101794,0.28,0.193873,0.047105,0.023438,0.152346,female
0.033163,0.212681,0.023234,18.810851,0.787618,0.178074,0.213277,0.168258,0.046967,0.023438,0.101381,female
0.031297,0.231884,0.042899,5.20594,0.819998,0.139148,0.213913,0.188944,0.050794,0.023438,0.170357,female
0.031497,0.245181,0.041589,8.318809,0.817122,0.126503,0.259206,0.183131,0.050847,0.023438,0.150729,female
0.033557,0.243339,0.049493,4.969441,0.831598,0.130053,0.253421,0.176765,0.046921,0.023438,0.155737,female
0.033147,0.238261,0.035362,7.106254,0.809344,0.143086,0.244058,0.182595,0.048682,0.164063,0.132599,female
0.032098,0.23679,0.028807,6.274812,0.806261,0.161215,0.247737,0.213721,0.065217,0.023438,0.197976,female
0.032429,0.249091,0.037576,5.041799,0.811523,0.130982,0.250909,0.198252,0.05467,0.023438,0.113297,female
0.024563,0.241508,0.026696,8.014466,0.77383,0.080237,0.230333,0.205659,0.05436,0.210938,0.105221,female
0.029605,0.241928,0.033253,14.597479,0.802884,0.118872,0.241928,0.186651,0.047666,0.023438,0.123188,female
0.027903,0.235789,0.028295,7.564842,0.812226,0.120789,0.245221,0.188998,0.046921,0.023438,0.09838,female
0.03254,0.2125,0.0335,29.437982,0.806468,0.174356,0.1975,0.194279,0.048485,0.023438,0.096154,female
0.026186,0.240829,0.027081,6.497655,0.79889,0.098976,0.244214,0.181064,0.047291,0.023438,0.169947,female
0.028767,0.229379,0.023202,8.871271,0.803346,0.141896,0.228851,0.190519,0.048632,0.234375,0.137442,female
0.032694,0.225662,0.040274,7.886627,0.813837,0.153201,0.212877,0.181033,0.048193,0.023438,0.173252,female
0.034359,0.234818,0.041364,4.790274,0.833773,0.170659,0.238,0.181758,0.048534,0.023438,0.118376,female
0.032979,0.226736,0.040558,6.233742,0.836784,0.171228,0.20377,0.200331,0.050686,0.023438,0.160099,female
0.029317,0.236563,0.028735,7.623588,0.803982,0.124648,0.232554,0.185272,0.04878,0.023438,0.151448,female
0.03126,0.235026,0.033851,7.439438,0.824174,0.154243,0.252435,0.191887,0.048144,0.023438,0.103907,female
0.030906,0.23743,0.038972,3.668522,0.817458,0.111249,0.227837,0.200702,0.051282,0.023438,0.159375,female
0.031728,0.23649,0.033272,7.818506,0.815118,0.147646,0.230859,0.171829,0.049281,0.023438,0.178829,female
0.033139,0.235068,0.038784,5.461193,0.841597,0.1589,0.221824,0.189993,0.047198,0.023438,0.100168,female
0.031073,0.237821,0.043077,5.358187,0.82622,0.108669,0.28,0.174057,0.047761,0.234375,0.14818,female
0.030733,0.234461,0.034718,8.185787,0.815238,0.13349,0.217327,0.18123,0.047013,0.023438,0.159537,female
0.03497,0.22306,0.043881,4.749142,0.839121,0.181604,0.222015,0.212826,0.05042,0.023438,0.11261,female
0.037473,0.217247,0.046382,6.83732,0.867582,0.198023,0.220658,0.16837,0.04888,0.023438,0.089518,female
0.038578,0.233457,0.0525,7.815722,0.861417,0.208598,0.250957,0.166535,0.049434,0.023438,0.134921,female
0.038329,0.210634,0.039758,7.828401,0.87668,0.26388,0.216979,0.156075,0.047572,0.023438,0.125549,female
0.039613,0.231071,0.040357,12.719232,0.860385,0.192558,0.238214,0.157591,0.048583,0.023438,0.142228,female
0.04503,0.21414,0.075645,3.521735,0.889038,0.2123,0.27172,0.159303,0.051064,0.023438,0.118876,female
0.036733,0.195472,0.046667,7.363187,0.869829,0.243309,0.17522,0.160439,0.051282,0.023438,0.072583,female
0.032986,0.196122,0.028365,14.968631,0.8417,0.191343,0.197742,0.161945,0.048096,0.023438,0.126029,female
0.035254,0.20396,0.050297,8.001609,0.859092,0.189103,0.186931,0.164184,0.049281,0.164063,0.070295,female
0.033314,0.201616,0.041727,5.301886,0.850976,0.215871,0.218384,0.154907,0.048096,0.023438,0.095018,female
0.0397,0.205333,0.068444,6.025653,0.862228,0.190613,0.259778,0.154453,0.048,0.023438,0.08642,female
0.029987,0.208799,0.029267,10.73496,0.833202,0.159506,0.197441,0.154884,0.046967,0.023438,0.108537,female
0.038244,0.20603,0.02982,9.267754,0.856981,0.29917,0.19751,0.153905,0.047013,0.023438,0.127536,female
0.03804,0.206166,0.051116,6.291106,0.860924,0.222836,0.18572,0.153493,0.046967,0.023438,0.132962,female
0.031124,0.199941,0.041067,14.919266,0.834677,0.173671,0.18957,0.158469,0.046921,0.023438,0.076783,female
0.03541,0.222989,0.04046,8.808855,0.84951,0.238105,0.227126,0.171509,0.050367,0.023438,0.043391,female
0.036039,0.18682,0.03598,14.652165,0.838101,0.234432,0.178056,0.146744,0.048338,0.164063,0.108055,female
0.033489,0.218577,0.040395,5.39175,0.851565,0.146559,0.219684,0.16222,0.050052,0.023438,0.125059,female
0.038006,0.203955,0.055376,7.85557,0.868179,0.174999,0.200056,0.168565,0.047761,0.023438,0.094288,female
0.036409,0.204117,0.03458,12.80608,0.862543,0.259556,0.202676,0.154035,0.048,0.023438,0.154631,female
0.035907,0.202652,0.052081,4.591323,0.868373,0.212262,0.171713,0.170256,0.061538,0.023438,0.106979,female
0.034781,0.213718,0.048012,19.069617,0.843357,0.160845,0.211168,0.163591,0.047856,0.210938,0.206077,female
0.034979,0.217677,0.055548,4.380726,0.858511,0.158451,0.190129,0.168864,0.047151,0.023438,0.107802,female
0.033005,0.205923,0.04193,5.863924,0.843056,0.212057,0.224093,0.168647,0.047856,0.023438,0.061927,female
0.030893,0.188939,0.029704,10.953833,0.828384,0.190504,0.173843,0.154386,0.047619,0.023438,0.081754,female
0.03192,0.206224,0.036017,9.49702,0.841146,0.19661,0.196349,0.171274,0.047761,0.023438,0.119706,female
0.036944,0.201336,0.042908,10.309561,0.870005,0.213134,0.203536,0.149295,0.047904,0.1875,0.112926,female
0.036079,0.202671,0.050036,6.519276,0.85492,0.214963,0.186498,0.173315,0.047151,0.023438,0.075121,female
0.030457,0.179161,0.033287,13.997364,0.817793,0.149233,0.173776,0.161329,0.047059,0.023438,0.125416,female
0.035032,0.199687,0.042571,6.832599,0.857993,0.212905,0.190031,0.152248,0.048048,0.023438,0.156156,female
0.035844,0.191932,0.036855,11.969398,0.859117,0.269214,0.190017,0.170883,0.054608,0.023438,0.083507,female
0.030497,0.199874,0.036981,7.699586,0.8437,0.182381,0.203396,0.173871,0.04888,0.023438,0.120875,female
0.033516,0.1861,0.036115,10.174345,0.846356,0.235169,0.183976,0.166762,0.047666,0.023438,0.142678,female
0.027836,0.185222,0.026538,12.584084,0.800458,0.146275,0.189014,0.170598,0.058465,0.1875,0.088199,female
0.037149,0.171807,0.038068,18.272101,0.813639,0.178611,0.157281,0.1625,0.052231,0.023438,0.059145,female
0.028959,0.20013,0.029951,9.274501,0.834515,0.139869,0.198314,0.170665,0.046921,0.1875,0.141092,female
0.035074,0.194521,0.045479,6.661244,0.856234,0.219085,0.212603,0.158203,0.049281,0.164063,0.186305,female
0.037218,0.202939,0.053256,5.954724,0.871826,0.230948,0.223112,0.161332,0.049793,0.023438,0.110876,female
0.044483,0.194946,0.050806,12.568239,0.873569,0.266322,0.28,0.160657,0.048436,0.023438,0.123703,female
0.039865,0.189412,0.044083,8.009155,0.86902,0.279019,0.17391,0.168238,0.05178,0.023438,0.136642,female
0.040772,0.185388,0.053272,9.098955,0.881913,0.286016,0.161522,0.151712,0.047952,0.023438,0.122576,female
0.036119,0.206437,0.048736,5.78395,0.863358,0.194763,0.184368,0.17855,0.050955,0.023438,0.101216,female
0.044576,0.208789,0.080415,3.803711,0.876108,0.19805,0.265467,0.153741,0.050314,0.210938,0.155519,female
0.040716,0.200799,0.039135,7.113905,0.871955,0.313511,0.183095,0.167854,0.048387,0.023438,0.160325,female
0.042693,0.205251,0.068142,3.021674,0.891462,0.272247,0.248614,0.135854,0.048048,0.023438,0.119808,female
0.034482,0.214067,0.04367,8.205411,0.857533,0.193523,0.21578,0.171128,0.047525,0.023438,0.080745,female
0.036795,0.207222,0.061306,14.992057,0.853426,0.1923,0.241997,0.168292,0.047244,0.023438,0.116752,female
0.032529,0.193567,0.043993,11.253293,0.827063,0.187656,0.176488,0.179456,0.055684,0.023438,0.11904,female
0.032558,0.192617,0.02349,16.773573,0.823938,0.233238,0.192617,0.161525,0.048096,0.023438,0.139881,female
0.035545,0.195694,0.052855,8.87844,0.856137,0.205463,0.172543,0.157179,0.048485,0.023438,0.09199,female
0.039801,0.187163,0.052128,5.62578,0.869996,0.217293,0.153901,0.153193,0.048193,0.023438,0.092543,female
0.034772,0.197931,0.050909,6.851889,0.860505,0.189259,0.197492,0.172335,0.051613,0.023438,0.114412,female
0.03484,0.216804,0.044283,6.604918,0.857098,0.211331,0.226491,0.147177,0.047105,0.023438,0.180102,female
0.042439,0.204615,0.046268,5.872901,0.887367,0.333708,0.205413,0.171133,0.059259,0.023438,0.158035,female
0.033621,0.217299,0.051692,4.157649,0.858583,0.143745,0.24506,0.163134,0.047198,0.210938,0.076768,female
0.037392,0.191683,0.050693,8.410241,0.874667,0.247537,0.18099,0.155109,0.047059,0.023438,0.079719,female
0.030364,0.187723,0.038416,7.645145,0.834743,0.172725,0.159604,0.165029,0.05,0.023438,0.146916,female
0.03357,0.211409,0.04604,4.970626,0.861774,0.178578,0.219866,0.158586,0.050104,0.023438,0.109418,female
0.039045,0.195138,0.045835,8.602055,0.873218,0.228733,0.19423,0.140893,0.047198,0.1875,0.151948,female
0.04319,0.195282,0.062701,9.796196,0.872474,0.2427,0.158427,0.164759,0.05178,0.023438,0.102568,female
0.037248,0.192601,0.055568,4.961323,0.871772,0.247975,0.165626,0.163735,0.050157,0.09375,0.110759,female
0.047455,0.203636,0.080666,3.27349,0.906194,0.280811,0.261357,0.166031,0.056206,0.023438,0.122048,female
0.054831,0.171984,0.097291,7.64571,0.885175,0.3169,0.278851,0.1569,0.051613,0.023438,0.152614,female
0.046566,0.202914,0.07121,3.000377,0.907916,0.279449,0.21363,0.157319,0.047337,0.023438,0.090636,female
0.052902,0.175446,0.091485,8.318117,0.899798,0.333411,0.146535,0.148943,0.047856,0.023438,0.094733,female
0.043849,0.162732,0.051959,17.779892,0.865041,0.282078,0.155155,0.158932,0.048387,0.023438,0.092105,female
0.04894,0.174672,0.075716,7.737662,0.901932,0.388738,0.149558,0.15658,0.048632,0.023438,0.113351,female
0.044226,0.190071,0.058635,5.839465,0.907477,0.337921,0.196,0.154529,0.048338,0.023438,0.103095,female
0.042574,0.196527,0.06848,2.880871,0.899215,0.295974,0.195311,0.156971,0.047198,0.023438,0.13182,female
0.050751,0.216774,0.091075,7.683732,0.891118,0.301721,0.246505,0.155565,0.047714,0.023438,0.131806,female
0.053394,0.181212,0.089697,4.23313,0.919599,0.334807,0.158485,0.159575,0.052459,0.023438,0.096602,female
0.052351,0.198747,0.096894,4.511119,0.902701,0.309921,0.262452,0.151515,0.047666,0.1875,0.115862,female
0.04396,0.179421,0.037579,9.417234,0.869286,0.269126,0.187895,0.165943,0.047291,0.023438,0.076918,female
0.04117,0.194161,0.071533,4.56503,0.881691,0.242618,0.168613,0.158903,0.047856,0.023438,0.094854,female
0.047248,0.202015,0.082548,3.17093,0.894288,0.24849,0.151822,0.161494,0.047856,0.023438,0.152275,female
0.046024,0.224172,0.063129,4.697879,0.897817,0.250247,0.236196,0.145507,0.047431,0.023438,0.091326,female
0.04353,0.206769,0.067487,2.75787,0.898049,0.251009,0.229744,0.162572,0.048,0.023438,0.144404,female
0.044174,0.200059,0.074612,3.808156,0.897365,0.278621,0.202518,0.157185,0.049332,0.023438,0.116849,female
0.045807,0.230195,0.077744,2.630978,0.882365,0.25708,0.242343,0.16639,0.047856,0.023438,0.125759,female
0.042782,0.194133,0.059319,9.452767,0.877639,0.235421,0.180444,0.154668,0.047431,0.023438,0.117822,female
0.040291,0.183448,0.049292,8.442588,0.870417,0.219019,0.18294,0.149397,0.051724,0.023438,0.131248,female
0.039862,0.222318,0.040057,8.840962,0.862852,0.211225,0.215908,0.168685,0.048485,0.023438,0.1491,female
0.03953,0.247816,0.054713,5.103168,0.851173,0.190029,0.28,0.167994,0.049793,0.023438,0.153508,female
0.052964,0.227525,0.09093,7.646105,0.897352,0.341804,0.275193,0.165063,0.047714,0.023438,0.128334,female
0.041822,0.186667,0.054085,5.878584,0.879723,0.275813,0.177094,0.166233,0.053393,0.023438,0.150813,female
0.046309,0.198792,0.071057,2.57223,0.911787,0.277667,0.180604,0.138874,0.051892,0.023438,0.158371,female
0.039322,0.17434,0.038422,10.321542,0.858516,0.234477,0.17578,0.152868,0.047291,0.023438,0.151078,female
0.049353,0.22298,0.083907,3.0447,0.901948,0.261535,0.255894,0.161668,0.049281,0.023438,0.197943,female
0.051176,0.197792,0.092748,3.594912,0.908151,0.28792,0.142986,0.14713,0.047431,0.023438,0.125852,female
0.040293,0.200861,0.047403,5.613796,0.891573,0.306782,0.213716,0.151907,0.046921,0.023438,0.161868,female
0.0458,0.215323,0.076729,5.037885,0.88843,0.212562,0.18439,0.163658,0.048632,0.023438,0.085559,female
0.046922,0.21274,0.07573,2.634568,0.901608,0.298662,0.253594,0.163404,0.048048,0.023438,0.095813,female
0.040249,0.198106,0.046017,6.370689,0.885193,0.271952,0.197716,0.171013,0.047013,0.023438,0.109166,female
0.044764,0.240137,0.073002,5.604711,0.873841,0.228781,0.270875,0.161368,0.047059,0.023438,0.115319,female
0.045503,0.177126,0.061807,6.960874,0.885248,0.245097,0.15763,0.147949,0.048632,0.023438,0.090154,female
0.045943,0.20218,0.057602,5.147233,0.909567,0.324592,0.207902,0.175814,0.047809,0.023438,0.114753,female
0.034771,0.199415,0.040065,7.144944,0.868394,0.223775,0.190764,0.165699,0.047904,0.023438,0.143984,female
0.044316,0.190054,0.058439,6.547121,0.883372,0.268706,0.189546,0.155813,0.052863,0.023438,0.067418,female
0.044114,0.200567,0.065035,3.453137,0.90623,0.274209,0.181702,0.149996,0.05058,0.023438,0.1099,female
0.047787,0.171905,0.069048,9.198153,0.863202,0.256519,0.153333,0.163482,0.048241,0.023438,0.165139,female
0.050754,0.179891,0.090454,4.524499,0.883782,0.237962,0.149909,0.138214,0.047059,0.023438,0.085349,female
0.043541,0.212055,0.065753,3.810231,0.897999,0.322767,0.172603,0.164462,0.049434,0.257813,0.132659,female
0.052154,0.225205,0.094795,6.783195,0.891063,0.290445,0.25863,0.153205,0.050526,0.023438,0.146696,female
0.03605,0.191984,0.029705,12.030305,0.855316,0.230754,0.198035,0.160254,0.04829,0.023438,0.154361,female
0.047802,0.23028,0.072748,5.758421,0.885527,0.286216,0.254879,0.155977,0.049844,0.023438,0.132361,female
0.044209,0.217188,0.058831,3.606767,0.897876,0.29071,0.207014,0.175712,0.047105,0.023438,0.163283,female
0.038893,0.196491,0.044702,9.261747,0.872001,0.249095,0.184702,0.158921,0.04883,0.023438,0.166083,female
0.036289,0.190256,0.0351,14.763498,0.861742,0.281672,0.194644,0.15043,0.047904,0.023438,0.1714,female
0.043619,0.199579,0.072421,3.976988,0.888613,0.244896,0.159158,0.149311,0.047013,0.023438,0.102099,female
0.044134,0.166985,0.045667,9.077273,0.875325,0.274656,0.167908,0.158958,0.048048,0.023438,0.05272,female
0.033863,0.191071,0.036588,7.793855,0.845458,0.242713,0.199201,0.172861,0.052632,0.023438,0.135353,female
0.043162,0.189241,0.063241,6.555623,0.887627,0.302533,0.181517,0.158865,0.048632,0.023438,0.222008,female
0.047788,0.220813,0.073756,3.42528,0.896809,0.279858,0.24039,0.169942,0.048682,0.023438,0.175746,female
0.053444,0.179086,0.087174,8.349496,0.911275,0.396548,0.155871,0.15022,0.048583,0.023438,0.123757,female
0.044135,0.214698,0.07,3.867994,0.884101,0.250102,0.184631,0.175871,0.047105,0.023438,0.137021,female
0.038478,0.197853,0.058104,3.802084,0.878659,0.243339,0.164794,0.151286,0.048241,0.023438,0.152724,female
0.052838,0.226051,0.092293,3.525653,0.90718,0.33005,0.266624,0.141642,0.047952,0.023438,0.069827,female
0.040663,0.195166,0.039868,6.170285,0.880661,0.252454,0.206755,0.146272,0.047291,0.210938,0.160921,female
0.040871,0.190755,0.058792,4.041091,0.892011,0.294663,0.183142,0.163916,0.047105,0.023438,0.151502,female
0.046589,0.176532,0.062626,6.982433,0.90009,0.405504,0.168817,0.159955,0.048338,0.023438,0.185484,female
