@relation 'voice-weka.filters.unsupervised.attribute.Remove-V-R2-6,10,13,19,21'

@attribute sd numeric
@attribute median numeric
@attribute Q25 numeric
@attribute Q75 numeric
@attribute IQR numeric
@attribute sfm numeric
@attribute meanfun numeric
@attribute dfrange numeric
@attribute label {male,female}

@data
0.04327,0.208053,0.196927,0.239947,0.04302,0.276416,0.172802,6,female
0.045666,0.2016,0.185422,0.225244,0.039822,0.345777,0.163244,8.648438,female
0.034323,0.222564,0.202222,0.239316,0.037094,0.198001,0.168863,16.851563,female
0.051914,0.225337,0.208034,0.233596,0.025562,0.313176,0.18422,6.164063,female
0.065043,0.203955,0.186017,0.223454,0.037437,0.476308,0.175833,6,female
0.031747,0.213639,0.194373,0.230336,0.035963,0.165729,0.191128,8.367188,female
0.0343,0.208652,0.194548,0.221096,0.026548,0.230131,0.162892,6.539063,female
0.045204,0.22735,0.202621,0.2449,0.042279,0.252901,0.166934,12,female
0.044718,0.21094,0.194027,0.245705,0.051678,0.290901,0.181059,6.75,female
0.048626,0.2161,0.19325,0.242434,0.049184,0.347758,0.172961,9.914063,female
0.033222,0.207761,0.186866,0.223881,0.037015,0.177502,0.195909,6.664063,female
0.029671,0.181592,0.165825,0.194913,0.029087,0.200235,0.170543,6.59375,female
0.038341,0.182326,0.167674,0.204302,0.036628,0.295519,0.14962,7.148438,female
0.029896,0.175845,0.166377,0.187118,0.020741,0.184081,0.149833,3.75,female
0.031969,0.189157,0.173034,0.202135,0.029101,0.207273,0.161035,12,female
0.033485,0.187688,0.1785,0.202563,0.024063,0.241821,0.165249,7.007813,female
0.039315,0.198533,0.179364,0.231736,0.052372,0.262348,0.159932,7.640625,female
0.038887,0.198272,0.173783,0.226596,0.052813,0.249071,0.158373,7.6875,female
0.041449,0.198333,0.173939,0.233687,0.059747,0.263746,0.171297,5.90625,female
0.030562,0.200549,0.184211,0.22714,0.042929,0.164827,0.168408,8.859375,female
0.032909,0.194231,0.181154,0.212692,0.031538,0.229675,0.172145,8.695313,female
0.034859,0.184364,0.169455,0.198909,0.029455,0.25497,0.148235,9.398438,female
0.031401,0.210169,0.188475,0.221695,0.03322,0.192215,0.184553,8.109375,female
0.034404,0.194902,0.181863,0.208971,0.027108,0.254253,0.169901,13.242188,female
0.041205,0.202681,0.190295,0.217319,0.027024,0.295669,0.177338,7.710938,female
0.037764,0.196429,0.1775,0.224643,0.047143,0.250712,0.160722,7.546875,female
0.037387,0.204181,0.180554,0.232393,0.051839,0.256943,0.183701,5.695313,female
0.033533,0.213398,0.19335,0.232767,0.039417,0.201148,0.171105,8.414063,female
0.036877,0.21608,0.193007,0.241024,0.048018,0.230094,0.178626,8.859375,female
0.025999,0.210846,0.201658,0.219067,0.017409,0.141848,0.181434,8.296875,female
0.034323,0.202353,0.192549,0.223137,0.030588,0.2139,0.172213,7.640625,female
0.038226,0.19542,0.18246,0.231912,0.049452,0.240827,0.168331,8.015625,female
0.031389,0.212108,0.199458,0.226446,0.026988,0.181913,0.188752,6.796875,female
0.044702,0.212071,0.196497,0.239574,0.043077,0.322046,0.178206,8.4375,female
0.034128,0.217083,0.197083,0.245,0.047917,0.160275,0.180572,9.046875,female
0.029698,0.207021,0.188777,0.228245,0.039468,0.1471,0.184892,7.898438,female
0.031812,0.208315,0.193917,0.227002,0.033085,0.180822,0.169831,9.726563,female
0.029922,0.212165,0.19232,0.230567,0.038247,0.156143,0.175689,8.460938,female
0.045961,0.201869,0.177944,0.239626,0.061682,0.358451,0.169617,8.53125,female
0.034793,0.231215,0.206618,0.257452,0.050835,0.159414,0.178588,6.117188,female
0.033576,0.205211,0.182368,0.225474,0.043105,0.205262,0.168101,8.90625,female
0.035109,0.196923,0.176154,0.209615,0.033462,0.263144,0.179228,8.507813,female
0.031961,0.203413,0.185144,0.224492,0.039348,0.194331,0.167379,8.835938,female
0.037663,0.195728,0.172961,0.218835,0.045874,0.275524,0.156238,7.289063,female
0.035712,0.196739,0.181295,0.214532,0.033237,0.267429,0.159928,9.796875,female
0.035322,0.218936,0.18766,0.242021,0.054362,0.182983,0.164939,6.5625,female
0.03157,0.203503,0.185569,0.213752,0.028183,0.226197,0.181628,10.5,female
0.032734,0.199548,0.182685,0.207629,0.024944,0.203716,0.187249,11.460938,female
0.032823,0.209317,0.191743,0.229233,0.03749,0.179466,0.179614,10.078125,female
0.040786,0.199491,0.178117,0.218372,0.040254,0.296458,0.174648,8.8125,female
0.034775,0.198684,0.182661,0.218712,0.036052,0.226977,0.173636,15.023438,female
0.035729,0.19309,0.176086,0.21274,0.036653,0.268168,0.172574,10.054688,female
0.030387,0.208961,0.190445,0.221053,0.030607,0.173054,0.180056,8.34375,female
0.036028,0.197304,0.189069,0.21652,0.027451,0.235026,0.178849,8.273438,female
0.045904,0.198137,0.182924,0.222406,0.039483,0.316222,0.175394,8.015625,female
0.033215,0.206024,0.181612,0.221929,0.040317,0.224545,0.163142,10.476563,female
0.035396,0.200833,0.182083,0.224583,0.0425,0.250955,0.176234,21.539063,female
0.034077,0.207763,0.189538,0.220686,0.031148,0.238414,0.169247,7.710938,female
0.029337,0.205463,0.195417,0.21713,0.021713,0.165311,0.184285,8.460938,female
0.031994,0.195417,0.184479,0.211458,0.026979,0.216314,0.161265,16.640625,female
0.042549,0.195245,0.179461,0.220637,0.041176,0.322518,0.175134,5.273438,female
0.03925,0.205761,0.170475,0.231424,0.060949,0.231379,0.15527,9.515625,female
0.038891,0.227258,0.203601,0.247812,0.044211,0.221538,0.164597,6.75,female
0.030819,0.221329,0.202726,0.243271,0.040545,0.153883,0.180435,4.03125,female
0.034032,0.201455,0.182545,0.219273,0.036727,0.227755,0.157112,7.664063,female
0.035951,0.188932,0.170583,0.204223,0.033641,0.252454,0.159391,7.03125,female
0.027834,0.196589,0.18743,0.208364,0.020935,0.171635,0.173714,7.3125,female
0.041487,0.216587,0.190686,0.243828,0.053142,0.288969,0.179249,6.65625,female
0.038607,0.209756,0.194146,0.224065,0.029919,0.272272,0.164703,7.148438,female
0.044257,0.22026,0.18026,0.260779,0.080519,0.20203,0.180807,7.617188,female
0.032541,0.195505,0.180657,0.210354,0.029697,0.233566,0.168599,7.710938,female
0.044012,0.206509,0.182257,0.226352,0.044094,0.365939,0.157148,7.195313,female
0.029513,0.220564,0.208491,0.240066,0.031575,0.134024,0.173974,9.5625,female
0.031851,0.234975,0.2134,0.258894,0.045494,0.136638,0.207059,5.484375,female
0.039003,0.244814,0.20715,0.261168,0.054018,0.202336,0.180119,9.890625,female
0.029918,0.226448,0.205537,0.239709,0.034171,0.142726,0.17926,3.726563,female
0.033555,0.2435,0.2225,0.2635,0.041,0.137573,0.192985,10.875,female
0.027525,0.220678,0.210593,0.236695,0.026102,0.121375,0.203196,3.914063,female
0.029313,0.245189,0.226523,0.257802,0.031279,0.120415,0.180209,5.296875,female
0.035657,0.20912,0.19605,0.242298,0.046248,0.20287,0.191297,10.21875,female
0.033385,0.231182,0.199198,0.254749,0.055551,0.135919,0.17986,4.734375,female
0.038031,0.220391,0.199609,0.253203,0.053594,0.211956,0.178341,5.0625,female
0.033361,0.260541,0.239459,0.268649,0.029189,0.136345,0.177523,17.320313,female
0.027835,0.236,0.226,0.2485,0.0225,0.12767,0.196528,8.90625,female
0.031497,0.237916,0.217715,0.251944,0.034228,0.14505,0.185543,5.4375,female
0.029492,0.222936,0.205043,0.232608,0.027565,0.148746,0.182577,20.203125,female
0.026638,0.240563,0.217394,0.252887,0.035493,0.101085,0.165032,5.414063,female
0.031551,0.231418,0.218358,0.251269,0.03291,0.156546,0.19439,10.148438,female
0.025973,0.236078,0.223725,0.246373,0.022647,0.108003,0.202621,2.015625,female
0.030404,0.237711,0.22035,0.255517,0.035167,0.129338,0.178994,10.6875,female
0.029077,0.232098,0.225255,0.248635,0.023381,0.125335,0.186178,9.234375,female
0.026414,0.242274,0.225179,0.252295,0.027116,0.094676,0.213065,11.859375,female
0.024269,0.23717,0.220574,0.246807,0.026233,0.082656,0.209922,9.210938,female
0.027635,0.2275,0.216691,0.241397,0.024706,0.131282,0.175877,11.648438,female
0.025068,0.216926,0.203368,0.229895,0.026526,0.104484,0.181966,6.421875,female
0.035087,0.249516,0.2275,0.261371,0.033871,0.169333,0.185413,9.210938,female
0.032702,0.244214,0.217133,0.263558,0.046425,0.123204,0.191185,8.765625,female
0.028405,0.228261,0.211014,0.245507,0.034493,0.125622,0.199166,11.367188,female
0.033297,0.233147,0.211952,0.258805,0.046853,0.148584,0.185326,8.320313,female
0.030378,0.230338,0.213311,0.248311,0.035,0.152394,0.17408,10.054688,female
0.031396,0.225587,0.200081,0.244291,0.044211,0.141048,0.171238,11.15625,female
0.030714,0.233493,0.217192,0.25411,0.036918,0.143443,0.191201,10.195313,female
0.033247,0.235638,0.213745,0.252922,0.039177,0.145227,0.188827,9.796875,female
0.03006,0.243616,0.220942,0.261017,0.040075,0.118336,0.187539,9.75,female
0.032341,0.237222,0.215833,0.254722,0.038889,0.145937,0.190948,9.609375,female
0.02552,0.242373,0.226736,0.257033,0.030297,0.082204,0.197426,10.101563,female
0.032203,0.242961,0.224882,0.258835,0.033953,0.146069,0.185507,9.84375,female
0.032084,0.241719,0.216562,0.266875,0.050313,0.101794,0.193873,10.429688,female
0.033163,0.212681,0.205532,0.228766,0.023234,0.178074,0.168258,8.484375,female
0.031297,0.231884,0.209855,0.252754,0.042899,0.139148,0.188944,10.054688,female
0.031497,0.245181,0.216166,0.257755,0.041589,0.126503,0.183131,10.242188,female
0.033557,0.243339,0.21401,0.263502,0.049493,0.130053,0.176765,12.304688,female
0.033147,0.238261,0.22087,0.256232,0.035362,0.143086,0.182595,4.875,female
0.032098,0.23679,0.224691,0.253498,0.028807,0.161215,0.213721,4.148438,female
0.032429,0.249091,0.227273,0.264848,0.037576,0.130982,0.198252,8.695313,female
0.024563,0.241508,0.22847,0.255166,0.026696,0.080237,0.205659,9.046875,female
0.029605,0.241928,0.220241,0.253494,0.033253,0.118872,0.186651,9.703125,female
0.027903,0.235789,0.218695,0.246989,0.028295,0.120789,0.188998,3.796875,female
0.03254,0.2125,0.1975,0.231,0.0335,0.174356,0.194279,3.960938,female
0.026186,0.240829,0.227772,0.254853,0.027081,0.098976,0.181064,13.335938,female
0.028767,0.229379,0.218832,0.242034,0.023202,0.141896,0.190519,9.820313,female
0.032694,0.225662,0.213516,0.25379,0.040274,0.153201,0.181033,9.820313,female
0.034359,0.234818,0.213818,0.255182,0.041364,0.170659,0.181758,4.3125,female
0.032979,0.226736,0.205236,0.245794,0.040558,0.171228,0.200331,10.617188,female
0.029317,0.236563,0.223198,0.251933,0.028735,0.124648,0.185272,10.21875,female
0.03126,0.235026,0.218584,0.252435,0.033851,0.154243,0.191887,4.59375,female
0.030906,0.23743,0.220642,0.259615,0.038972,0.111249,0.200702,8.90625,female
0.031728,0.23649,0.223693,0.256965,0.033272,0.147646,0.171829,9.84375,female
0.033139,0.235068,0.218041,0.256824,0.038784,0.1589,0.189993,9.960938,female
0.031073,0.237821,0.215833,0.25891,0.043077,0.108669,0.174057,9.890625,female
0.030733,0.234461,0.21913,0.253849,0.034718,0.13349,0.18123,9.609375,female
0.03497,0.22306,0.205821,0.249701,0.043881,0.181604,0.212826,4.054688,female
0.037473,0.217247,0.198831,0.245213,0.046382,0.198023,0.16837,10.664063,female
0.038578,0.233457,0.200691,0.253191,0.0525,0.208598,0.166535,3.585938,female
0.038329,0.210634,0.186526,0.226284,0.039758,0.26388,0.156075,9.28125,female
0.039613,0.231071,0.201071,0.241429,0.040357,0.192558,0.157591,9.234375,female
0.04503,0.21414,0.181774,0.257419,0.075645,0.2123,0.159303,6.515625,female
0.036733,0.195472,0.17522,0.221887,0.046667,0.243309,0.160439,3.867188,female
0.032986,0.196122,0.179103,0.207467,0.028365,0.191343,0.161945,6.726563,female
0.035254,0.20396,0.186931,0.237228,0.050297,0.189103,0.164184,15.070313,female
0.033314,0.201616,0.177827,0.219554,0.041727,0.215871,0.154907,9.609375,female
0.0397,0.205333,0.184333,0.252778,0.068444,0.190613,0.154453,8.015625,female
0.029987,0.208799,0.195257,0.224524,0.029267,0.159506,0.154884,10.054688,female
0.038244,0.20603,0.192863,0.222683,0.02982,0.29917,0.153905,8.085938,female
0.03804,0.206166,0.186288,0.237404,0.051116,0.222836,0.153493,8.554688,female
0.031124,0.199941,0.187496,0.228563,0.041067,0.173671,0.158469,14.085938,female
0.03541,0.222989,0.194483,0.234943,0.04046,0.238105,0.171509,20.390625,female
0.036039,0.18682,0.178056,0.214036,0.03598,0.234432,0.146744,8.835938,female
0.033489,0.218577,0.20087,0.241265,0.040395,0.146559,0.16222,2.859375,female
0.038006,0.203955,0.185627,0.241003,0.055376,0.174999,0.168565,8.085938,female
0.036409,0.204117,0.191149,0.225729,0.03458,0.259556,0.154035,9.046875,female
0.035907,0.202652,0.176869,0.22895,0.052081,0.212262,0.170256,7.078125,female
0.034781,0.213718,0.199697,0.247709,0.048012,0.160845,0.163591,8.648438,female
0.034979,0.217677,0.190129,0.245677,0.055548,0.158451,0.168864,8.882813,female
0.033005,0.205923,0.181697,0.223627,0.04193,0.212057,0.168647,8.0625,female
0.030893,0.188939,0.173357,0.203061,0.029704,0.190504,0.154386,7.757813,female
0.03192,0.206224,0.193444,0.229461,0.036017,0.19661,0.171274,4.945313,female
0.036944,0.201336,0.179882,0.22279,0.042908,0.213134,0.149295,7.757813,female
0.036079,0.202671,0.181444,0.23148,0.050036,0.214963,0.173315,9.140625,female
0.030457,0.179161,0.16986,0.203147,0.033287,0.149233,0.161329,3.703125,female
0.035032,0.199687,0.180815,0.223386,0.042571,0.212905,0.152248,7.804688,female
0.035844,0.191932,0.176615,0.21347,0.036855,0.269214,0.170883,8.039063,female
0.030497,0.199874,0.181824,0.218805,0.036981,0.182381,0.173871,4.640625,female
0.033516,0.1861,0.172079,0.208194,0.036115,0.235169,0.166762,10.40625,female
0.027836,0.185222,0.170058,0.196596,0.026538,0.146275,0.170598,2.695313,female
0.037149,0.171807,0.160286,0.198354,0.038068,0.178611,0.1625,12.304688,female
0.028959,0.20013,0.1847,0.214652,0.029951,0.139869,0.170665,2.039063,female
0.035074,0.194521,0.167123,0.212603,0.045479,0.219085,0.158203,7.570313,female
0.037218,0.202939,0.170663,0.223919,0.053256,0.230948,0.161332,8.460938,female
0.044483,0.194946,0.176505,0.227312,0.050806,0.266322,0.160657,4.195313,female
0.039865,0.189412,0.172941,0.217024,0.044083,0.279019,0.168238,4.007813,female
0.040772,0.185388,0.161948,0.215221,0.053272,0.286016,0.151712,8.015625,female
0.036119,0.206437,0.183448,0.232184,0.048736,0.194763,0.17855,7.171875,female
0.044576,0.208789,0.180208,0.260623,0.080415,0.19805,0.153741,8.25,female
0.040716,0.200799,0.183095,0.22223,0.039135,0.313511,0.167854,8.203125,female
0.042693,0.205251,0.173864,0.242006,0.068142,0.272247,0.135854,9.070313,female
0.034482,0.214067,0.188807,0.232477,0.04367,0.193523,0.171128,4.476563,female
0.036795,0.207222,0.180333,0.241639,0.061306,0.1923,0.168292,7.523438,female
0.032529,0.193567,0.179593,0.223586,0.043993,0.187656,0.179456,8.34375,female
0.032558,0.192617,0.184161,0.207651,0.02349,0.233238,0.161525,7.875,female
0.035545,0.195694,0.177348,0.230203,0.052855,0.205463,0.157179,7.382813,female
0.039801,0.187163,0.160851,0.212979,0.052128,0.217293,0.153193,7.5,female
0.034772,0.197931,0.172476,0.223386,0.050909,0.189259,0.172335,2.578125,female
0.03484,0.216804,0.186359,0.230643,0.044283,0.211331,0.147177,8.039063,female
0.042439,0.204615,0.178291,0.224558,0.046268,0.333708,0.171133,8.8125,female
0.033621,0.217299,0.190974,0.242667,0.051692,0.143745,0.163134,8.882813,female
0.037392,0.191683,0.173465,0.224158,0.050693,0.247537,0.155109,15.304688,female
0.030364,0.187723,0.167129,0.205545,0.038416,0.172725,0.165029,3.28125,female
0.03357,0.211409,0.179933,0.225973,0.04604,0.178578,0.158586,3.5625,female
0.039045,0.195138,0.173809,0.219643,0.045835,0.228733,0.140893,10.664063,female
0.04319,0.195282,0.162256,0.224957,0.062701,0.2427,0.164759,8.109375,female
0.037248,0.192601,0.170482,0.22605,0.055568,0.247975,0.163735,16.3125,female
0.047455,0.203636,0.16169,0.242356,0.080666,0.280811,0.166031,8.742188,female
0.054831,0.171984,0.148235,0.245527,0.097291,0.3169,0.1569,4.523438,female
0.046566,0.202914,0.163506,0.234716,0.07121,0.279449,0.157319,9.023438,female
0.052902,0.175446,0.147723,0.239208,0.091485,0.333411,0.148943,20.601563,female
0.043849,0.162732,0.151186,0.203144,0.051959,0.282078,0.158932,3.65625,female
0.04894,0.174672,0.152182,0.227898,0.075716,0.388738,0.15658,8.953125,female
0.044226,0.190071,0.1568,0.215435,0.058635,0.337921,0.154529,8.742188,female
0.042574,0.196527,0.166541,0.235022,0.06848,0.295974,0.156971,4.054688,female
0.050751,0.216774,0.15543,0.246505,0.091075,0.301721,0.155565,9.117188,female
0.053394,0.181212,0.148788,0.238485,0.089697,0.334807,0.159575,8.53125,female
0.052351,0.198747,0.159837,0.25673,0.096894,0.309921,0.151515,9.679688,female
0.04396,0.179421,0.166158,0.203737,0.037579,0.269126,0.165943,7.664063,female
0.04117,0.194161,0.163504,0.235036,0.071533,0.242618,0.158903,7.710938,female
0.047248,0.202015,0.166756,0.249304,0.082548,0.24849,0.161494,10.101563,female
0.046024,0.224172,0.181227,0.244356,0.063129,0.250247,0.145507,8.671875,female
0.04353,0.206769,0.168479,0.235966,0.067487,0.251009,0.162572,6.492188,female
0.044174,0.200059,0.158243,0.232855,0.074612,0.278621,0.157185,11.789063,female
0.045807,0.230195,0.177961,0.255705,0.077744,0.25708,0.16639,8.296875,female
0.042782,0.194133,0.180444,0.239763,0.059319,0.235421,0.154668,8.226563,female
0.040291,0.183448,0.168711,0.218004,0.049292,0.219019,0.149397,7.242188,female
0.039862,0.222318,0.2099,0.249957,0.040057,0.211225,0.168685,8.90625,female
0.03953,0.247816,0.210805,0.265517,0.054713,0.190029,0.167994,8.953125,female
0.052964,0.227525,0.173047,0.263977,0.09093,0.341804,0.165063,8.742188,female
0.041822,0.186667,0.169436,0.223521,0.054085,0.275813,0.166233,8.273438,female
0.046309,0.198792,0.16284,0.233897,0.071057,0.277667,0.138874,8.8125,female
0.039322,0.17434,0.161852,0.200274,0.038422,0.234477,0.152868,8.695313,female
0.049353,0.22298,0.17106,0.254967,0.083907,0.261535,0.161668,9.117188,female
0.051176,0.197792,0.156336,0.249084,0.092748,0.28792,0.14713,9.117188,female
0.040293,0.200861,0.173945,0.221349,0.047403,0.306782,0.151907,9.070313,female
0.0458,0.215323,0.179971,0.2567,0.076729,0.212562,0.163658,9.328125,female
0.046922,0.21274,0.173381,0.24911,0.07573,0.298662,0.163404,8.15625,female
0.040249,0.198106,0.169248,0.215265,0.046017,0.271952,0.171013,5.8125,female
0.044764,0.240137,0.190669,0.263671,0.073002,0.228781,0.161368,8.578125,female
0.045503,0.177126,0.153896,0.215704,0.061807,0.245097,0.147949,9.984375,female
0.045943,0.20218,0.166703,0.224305,0.057602,0.324592,0.175814,8.789063,female
0.034771,0.199415,0.18348,0.223545,0.040065,0.223775,0.165699,8.53125,female
0.044316,0.190054,0.164138,0.222577,0.058439,0.268706,0.155813,8.835938,female
0.044114,0.200567,0.168794,0.23383,0.065035,0.274209,0.149996,8.484375,female
0.047787,0.171905,0.155238,0.224286,0.069048,0.256519,0.163482,4.125,female
0.050754,0.179891,0.150926,0.241379,0.090454,0.237962,0.138214,8.671875,female
0.043541,0.212055,0.173699,0.239452,0.065753,0.322767,0.164462,10.710938,female
0.052154,0.225205,0.162192,0.256986,0.094795,0.290445,0.153205,5.976563,female
0.03605,0.191984,0.176582,0.206287,0.029705,0.230754,0.160254,3.960938,female
0.047802,0.23028,0.182654,0.255402,0.072748,0.286216,0.155977,5.625,female
0.044209,0.217188,0.178705,0.237536,0.058831,0.29071,0.175712,9.234375,female
0.038893,0.196491,0.182246,0.226947,0.044702,0.249095,0.158921,10.875,female
0.036289,0.190256,0.169516,0.204615,0.0351,0.281672,0.15043,9.140625,female
0.043619,0.199579,0.159579,0.232,0.072421,0.244896,0.149311,8.648438,female
0.044134,0.166985,0.149918,0.195585,0.045667,0.274656,0.158958,9.421875,female
0.033863,0.191071,0.166171,0.202759,0.036588,0.242713,0.172861,9.257813,female
0.043162,0.189241,0.165586,0.228828,0.063241,0.302533,0.158865,0.984375,female
0.047788,0.220813,0.171642,0.245398,0.073756,0.279858,0.169942,9.046875,female
0.053444,0.179086,0.151607,0.238782,0.087174,0.396548,0.15022,9.304688,female
0.044135,0.214698,0.178054,0.248054,0.07,0.250102,0.175871,8.953125,female
0.038478,0.197853,0.165295,0.223399,0.058104,0.243339,0.151286,9.304688,female
0.052838,0.226051,0.164076,0.256369,0.092293,0.33005,0.141642,7.6875,female
0.040663,0.195166,0.172914,0.212781,0.039868,0.252454,0.146272,9.023438,female
0.040871,0.190755,0.164955,0.223746,0.058792,0.294663,0.163916,8.882813,female
0.046589,0.176532,0.156564,0.21919,0.062626,0.405504,0.159955,1.78125,female
0.053256,0.186958,0.148955,0.246365,0.09741,0.363958,0.153974,8.882813,female
0.033439,0.184593,0.172563,0.204089,0.031526,0.232088,0.16594,9.492188,female
0.034093,0.201526,0.182,0.217,0.035,0.243939,0.169922,8.179688,female
0.038195,0.184586,0.164968,0.200191,0.035223,0.300025,0.161608,9.070313,female
0.034214,0.185684,0.173053,0.212211,0.039158,0.231307,0.168978,7.21875,female
0.036878,0.180816,0.16449,0.202449,0.037959,0.275261,0.172435,5.695313,female
0.037821,0.202782,0.173909,0.215875,0.041966,0.285754,0.159537,19.804688,female
0.033982,0.181739,0.165217,0.203478,0.038261,0.234382,0.160521,8.039063,female
0.031096,0.180303,0.164848,0.193636,0.028788,0.201171,0.155534,11.53125,female
0.034514,0.174291,0.167587,0.195948,0.028361,0.252113,0.146641,9.75,female
0.04196,0.193667,0.174611,0.223222,0.048611,0.329733,0.17313,9.304688,female
0.031625,0.181254,0.166771,0.201881,0.03511,0.163673,0.16851,9.28125,female
0.034134,0.186331,0.172902,0.218225,0.045324,0.208179,0.164407,9.375,female
0.035205,0.189961,0.170928,0.216314,0.045386,0.236552,0.163218,8.976563,female
0.03711,0.191086,0.170808,0.224624,0.053816,0.247344,0.166963,11.578125,female
0.034725,0.185516,0.16869,0.207519,0.038829,0.230536,0.167812,9.679688,female
0.034237,0.19056,0.173874,0.205578,0.031704,0.230647,0.165154,9.234375,female
0.034647,0.184615,0.175769,0.22,0.044231,0.212338,0.181073,9.585938,female
0.036291,0.182685,0.164417,0.198143,0.033726,0.272854,0.172028,4.21875,female
0.042348,0.178275,0.165006,0.209235,0.044228,0.335762,0.166617,8.039063,female
0.036377,0.179898,0.168142,0.220153,0.05201,0.223578,0.160948,7.242188,female
0.033231,0.195871,0.169985,0.206656,0.036672,0.185345,0.158759,10.640625,female
0.033578,0.187789,0.170105,0.201684,0.031579,0.237264,0.170511,11.578125,female
0.033985,0.17207,0.160126,0.186667,0.02654,0.246363,0.147277,7.359375,female
0.040186,0.177272,0.166146,0.204715,0.03857,0.305361,0.144965,11.484375,female
0.041936,0.173206,0.163528,0.205244,0.041716,0.290756,0.162796,8.109375,female
0.034786,0.181632,0.169474,0.217737,0.048263,0.209544,0.164033,7.148438,female
0.0447,0.185598,0.171349,0.20626,0.034911,0.354332,0.15588,6.585938,female
0.035543,0.20585,0.175968,0.231304,0.055336,0.219269,0.155108,3.820313,female
0.040806,0.17343,0.16411,0.20301,0.0389,0.306358,0.154513,4.101563,female
0.032103,0.175877,0.168468,0.190696,0.022228,0.221279,0.170952,8.789063,female
0.036923,0.196108,0.179257,0.225506,0.046248,0.205489,0.15579,11.507813,female
0.033251,0.184742,0.170309,0.204588,0.034278,0.233619,0.159126,10.804688,female
0.035719,0.183172,0.162203,0.208767,0.046564,0.233394,0.156055,10.3125,female
0.032358,0.171963,0.159178,0.188584,0.029406,0.231152,0.147787,11.625,female
0.038389,0.200042,0.165188,0.218787,0.053598,0.273791,0.153425,9.140625,female
0.034891,0.183677,0.166128,0.208635,0.042507,0.208436,0.158827,9.398438,female
0.034018,0.181465,0.164522,0.199299,0.034777,0.234021,0.149149,10.945313,female
0.041085,0.184851,0.169598,0.226978,0.05738,0.295865,0.159269,7.992188,female
0.035096,0.18099,0.165545,0.195644,0.030099,0.217263,0.16737,3.75,female
0.037041,0.184954,0.166544,0.195657,0.029113,0.267606,0.168001,11.15625,female
0.036183,0.180285,0.168319,0.210199,0.04188,0.263261,0.157005,9.1875,female
0.038734,0.183567,0.166002,0.209053,0.04305,0.277482,0.157433,7.242188,female
0.04456,0.189724,0.166552,0.227862,0.06131,0.298387,0.153066,9.046875,female
0.03455,0.188452,0.178226,0.203548,0.025322,0.223156,0.159911,8.484375,female
0.044457,0.169239,0.158783,0.205256,0.046473,0.344913,0.165734,10.640625,female
0.040268,0.18409,0.170389,0.209034,0.038645,0.318001,0.172191,10.101563,female
0.035256,0.193617,0.17227,0.219929,0.04766,0.225561,0.169212,3.210938,female
0.043292,0.175376,0.159946,0.206989,0.047043,0.340286,0.155354,8.367188,female
0.037625,0.191556,0.16869,0.213991,0.0453,0.290729,0.165169,9,female
0.03253,0.178776,0.170204,0.208571,0.038367,0.214438,0.16049,9.914063,female
0.035621,0.177007,0.166185,0.207731,0.041546,0.255799,0.162492,15.070313,female
0.042,0.18047,0.164592,0.218036,0.053444,0.312274,0.159583,12.5625,female
0.042357,0.1792,0.162193,0.215289,0.053096,0.296574,0.156115,9.117188,female
0.036753,0.19256,0.165557,0.225993,0.060436,0.232406,0.151211,9.210938,female
0.037332,0.171089,0.159208,0.217426,0.058218,0.234807,0.158587,10.710938,female
0.046309,0.222069,0.174232,0.255423,0.081191,0.258676,0.157064,9.210938,female
0.032401,0.175745,0.157872,0.202057,0.044184,0.20975,0.165469,8.015625,female
0.037949,0.178677,0.166329,0.197925,0.031595,0.274542,0.16193,9.304688,female
0.037446,0.177006,0.16051,0.20465,0.04414,0.252353,0.172738,8.132813,female
0.031479,0.182933,0.164681,0.200356,0.035674,0.214969,0.15788,5.34375,female
0.027851,0.239101,0.22927,0.249719,0.020449,0.108849,0.17812,9.5625,female
0.034495,0.236162,0.22202,0.25101,0.02899,0.162506,0.191421,8.484375,female
0.029158,0.234897,0.22299,0.252216,0.029227,0.11955,0.199392,8.625,female
0.048765,0.228119,0.218218,0.246337,0.028119,0.266716,0.185773,11.203125,female
0.040739,0.232739,0.223376,0.25414,0.030764,0.166359,0.192731,10.429688,female
0.030667,0.231793,0.22175,0.247862,0.026112,0.143337,0.208406,10.195313,female
0.035251,0.228682,0.217428,0.239936,0.022508,0.190039,0.18509,7.757813,female
0.029296,0.227883,0.218175,0.245766,0.027591,0.117383,0.199985,19.21875,female
0.030691,0.230269,0.217313,0.245731,0.028418,0.141311,0.19355,11.953125,female
0.027144,0.223266,0.214923,0.234946,0.020024,0.120875,0.205629,12,female
0.036676,0.236327,0.221224,0.249796,0.028571,0.202826,0.201308,6.84375,female
0.029855,0.23396,0.224564,0.251342,0.026779,0.117463,0.186353,7.195313,female
0.035458,0.233462,0.216923,0.253462,0.036538,0.173383,0.193847,6.632813,female
0.036505,0.23267,0.221169,0.25346,0.032291,0.193648,0.178594,10.640625,female
0.035919,0.238135,0.219228,0.247588,0.02836,0.188094,0.193841,9.632813,female
0.031807,0.228261,0.216957,0.246522,0.029565,0.142065,0.199948,8.226563,female
0.033427,0.223065,0.215417,0.243035,0.027618,0.170228,0.185324,7.171875,female
0.02831,0.238321,0.22514,0.252214,0.027074,0.123787,0.182939,9.328125,female
0.034687,0.236417,0.221615,0.247518,0.025903,0.171898,0.192755,8.039063,female
